rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
21,Grand Theft Auto V,Action,M,PlayStation 4,Rockstar Games,Rockstar North,19.39,6.06,9.71,0.6,3.02,2014,97.0,8.3
35,Call of Duty: Black Ops 3,Shooter,M,PlayStation 4,Activision,Treyarch,15.09,6.18,6.05,0.41,2.44,2015,,
46,Red Dead Redemption 2,Action-Adventure,M,PlayStation 4,Rockstar Games,Rockstar Games,13.94,5.26,6.21,0.21,2.26,2018,,
51,Call of Duty: WWII,Shooter,M,PlayStation 4,Activision,Sledgehammer Games,13.4,4.67,6.21,0.4,2.12,2017,,
69,FIFA 18,Sports,E,PlayStation 4,EA Sports,EA Vancouver,11.8,1.27,8.64,0.15,1.73,2017,,
77,FIFA 17,Sports,E,PlayStation 4,Electronic Arts,EA Canada,10.94,1.26,7.95,0.12,1.61,2016,85.0,5.0
85,Horizon: Zero Dawn,Action,T,PlayStation 4,Sony Interactive Entertainment,Guerrilla Games,10.0,,,,,2017,,
98,Call of Duty: Black Ops IIII,Shooter,M,PlayStation 4,Activision,Treyarch,9.32,4.05,3.28,0.5,1.49,2018,,
101,FIFA 19,Sports,E,PlayStation 4,Electronic Arts,EA Sports,9.15,0.84,6.87,0.1,1.34,2018,,
103,Marvel's Spider-Man,Action-Adventure,T,PlayStation 4,Sony Interactive Entertainment,Insomniac Games,9.0,,,,,2018,,
109,Uncharted 4: A Thief's End,Action,T,PlayStation 4,Sony Interactive Entertainment,Naughty Dog,8.7,,,,,2016,93.0,7.9
113,Call of Duty: Infinite Warfare,Shooter,M,PlayStation 4,Activision,Infinity Ward,8.48,3.11,3.83,0.19,1.36,2016,77.0,3.4
114,Fallout 4,Role-Playing,M,PlayStation 4,Bethesda Softworks,Bethesda Game Studios,8.48,2.91,3.97,0.27,1.34,2015,87.0,6.5
119,FIFA 16,Sports,E,PlayStation 4,EA Sports,EA Canada,8.22,1.15,5.77,0.07,1.23,2015,82.0,4.3
121,Star Wars Battlefront (2015),Shooter,T,PlayStation 4,Electronic Arts,EA DICE,8.03,3.31,3.19,0.23,1.3,2015,,
130,Call of Duty: Advanced Warfare,Shooter,M,PlayStation 4,Activision,Sledgehammer Games,7.53,2.84,3.34,0.14,1.22,2014,83.0,5.7
138,Battlefield 1,Shooter,M,PlayStation 4,Electronic Arts,EA DICE,7.26,2.2,3.65,0.29,1.12,2016,88.0,8.4
167,Minecraft,Misc,E10,PlayStation 4,Sony Computer Entertainment,Mojang,6.33,1.89,3.13,0.35,0.96,2014,,
168,FIFA 15,Sports,E,PlayStation 4,EA Sports,EA Canada,6.32,0.83,4.49,0.05,0.94,2014,82.0,5.7
174,God of War (2018),Action,M,PlayStation 4,Sony Interactive Entertainment,SIE Santa Monica Studio,6.15,2.83,2.17,0.13,1.02,2018,,
191,Destiny,Shooter,T,PlayStation 4,Activision,Bungie,5.76,2.53,2.13,0.16,0.94,2014,76.0,6.1
194,Uncharted: The Nathan Drake Collection,Action,,PlayStation 4,Sony Computer Entertainment,Bluepoint Games,5.7,2.55,2.11,0.1,0.94,2015,86.0,8.1
216,The Witcher 3: Wild Hunt,Role-Playing,M,PlayStation 4,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,5.39,1.48,2.82,0.28,0.81,2015,92.0,9.2
250,Final Fantasy XV,Role-Playing,T,PlayStation 4,Square Enix,Square Enix,5.07,1.81,1.53,1.05,0.68,2016,,
274,Crash Bandicoot N. Sane Trilogy,Platform,E10,PlayStation 4,Activision,Vicarious Visions,4.83,1.09,2.92,0.07,0.74,2017,,
285,Monster Hunter: World,Action,T,PlayStation 4,Capcom,Capcom,4.67,1.03,1.06,2.17,0.42,2018,,
298,Overwatch,Shooter,T,PlayStation 4,Blizzard Entertainment,Blizzard Entertainment,4.54,1.84,1.8,0.17,0.73,2016,90.0,6.1
301,Star Wars Battlefront II (2017),Shooter,T,PlayStation 4,Electronic Arts,EA DICE,4.53,1.7,1.99,0.12,0.73,2017,,
319,Tom Clancy's The Division,Shooter,M,PlayStation 4,Ubisoft,Massive Entertainment,4.37,1.49,2.04,0.16,0.69,2016,80.0,7.0
322,Tom Clancy's Rainbow Six: Siege,Shooter,,PlayStation 4,Ubisoft,Ubisoft Montreal,4.36,1.29,2.06,0.36,0.64,2015,73.0,7.3
324,Watch Dogs,Action-Adventure,M,PlayStation 4,Ubisoft,Ubisoft Montreal,4.32,1.4,2.13,0.11,0.68,2014,80.0,6.3
344,Call of Duty: Ghosts,Shooter,M,PlayStation 4,Activision,Infinity Ward,4.17,1.79,1.64,0.05,0.69,2013,78.0,3.7
352,Assassin's Creed: Unity,Action,M,PlayStation 4,Ubisoft,Ubisoft Montreal,4.14,1.25,2.16,0.09,0.65,2014,70.0,4.9
353,Destiny 2,Shooter,T,PlayStation 4,Activision,Bungie,4.14,1.92,1.44,0.1,0.69,2017,,
356,Batman: Arkham Knight,Action,M,PlayStation 4,Warner Bros. Interactive,Rocksteady Studios,4.11,1.65,1.68,0.11,0.66,2015,87.0,7.6
362,Assassin's Creed Origins,Action,M,PlayStation 4,Ubisoft,Ubisoft Montreal,4.06,1.22,2.11,0.11,0.63,2017,,
363,Far Cry 4,Shooter,M,PlayStation 4,Ubisoft,Ubisoft Montreal,4.06,1.18,2.14,0.11,0.63,2014,85.0,7.7
381,NBA 2K16,Sports,E10,PlayStation 4,2K Sports,Visual Concepts,3.98,2.56,0.66,0.05,0.71,2015,87.0,6.7
383,Far Cry 5,Action,M,PlayStation 4,Ubisoft,Ubisoft,3.95,1.44,1.73,0.15,0.62,2018,,
384,Battlefield 4,Shooter,M,PlayStation 4,Electronic Arts,EA DICE,3.94,1.4,1.74,0.19,0.62,2013,85.0,6.9
399,Resident Evil VII: Biohazard,Action,M,PlayStation 4,Capcom,Capcom,3.83,,,,,2017,,
401,Gran Turismo Sport,Racing,E,PlayStation 4,Sony Interactive Entertainment,Polyphony Digital,3.77,0.63,2.35,0.24,0.54,2017,,
430,Assassin's Creed Syndicate,Action,M,PlayStation 4,Ubisoft,Ubisoft Quebec,3.6,0.9,2.06,0.08,0.55,2015,76.0,6.8
447,NBA 2K17,Sports,E,PlayStation 4,2K Sports,Visual Concepts,3.52,2.28,0.59,0.03,0.63,2016,88.0,6.7
458,Mortal Kombat X,Fighting,M,PlayStation 4,Warner Bros. Interactive Entertainment,NetherRealm Studios,3.49,1.94,0.94,,0.61,2015,83.0,7.7
468,FIFA 14,Sports,E,PlayStation 4,EA Sports,EA Canada,3.43,0.62,2.18,0.12,0.51,2013,87.0,6.3
479,The Elder Scrolls V: Skyrim Special Edition,Role-Playing,M,PlayStation 4,Bethesda Softworks,Bethesda Softworks,3.36,1.24,1.5,0.08,0.54,2016,,
480,Watch Dogs 2,Action,,PlayStation 4,Ubisoft,Ubisoft,3.36,0.98,1.74,0.12,0.52,2016,83.0,7.8
485,NBA 2K18,Sports,E10,PlayStation 4,2K Sports,Visual Concepts,3.34,2.13,0.57,0.04,0.59,2017,,
494,Madden NFL 16,Sports,E,PlayStation 4,EA Sports,EA Tiburon,3.3,2.39,0.31,,0.61,2015,83.0,5.9
501,Madden NFL 17,Sports,E,PlayStation 4,EA Sports,EA Tiburon,3.28,2.3,0.37,,0.6,2016,82.0,4.9
516,Middle-Earth: Shadow of Mordor,Action,M,PlayStation 4,Warner Bros. Interactive Entertainment,Monolith Productions,3.19,1.03,1.6,0.05,0.51,2014,84.0,8.1
517,Assassin's Creed IV: Black Flag,Action-Adventure,M,PlayStation 4,Ubisoft,Ubisoft Montreal,3.19,1.07,1.55,0.06,0.51,2013,83.0,7.8
520,Assassin's Creed Odyssey,Action-Adventure,M,PlayStation 4,Ubisoft,Ubisoft Quebec,3.18,1.18,1.4,0.09,0.51,2018,,
534,Tom Clancy's Ghost Recon Wildlands,Shooter,M,PlayStation 4,Ubisoft,Ubisoft Paris,3.12,1.07,1.35,0.22,0.47,2017,,
553,Metal Gear Solid V: The Phantom Pain,Action,M,PlayStation 4,Konami Digital Entertainment,Kojima Productions,3.04,0.97,1.15,0.5,0.42,2015,93.0,8.2
592,Doom (2016),Shooter,,PlayStation 4,Bethesda Softworks,id Software,2.92,0.93,1.48,0.04,0.46,2016,,
605,Mafia III,Action-Adventure,M,PlayStation 4,2K Games,Hangar 13,2.87,0.72,1.67,0.04,0.44,2016,68.0,5.1
627,Diablo III: Ultimate Evil Edition,Role-Playing,M,PlayStation 4,Blizzard Entertainment,Blizzard Entertainment,2.82,0.83,1.48,0.08,0.44,2014,,
656,Far Cry: Primal,Action-Adventure,M,PlayStation 4,Ubisoft,Ubisoft Montreal,2.73,0.63,1.61,0.07,0.41,2016,76.0,6.3
659,Need for Speed (2015),Racing,T,PlayStation 4,Electronic Arts,Ghost Games,2.72,0.59,1.66,0.06,0.41,2015,,
690,NBA 2K19,Sports,E,PlayStation 4,2K Sports,Visual Concepts,2.63,1.69,0.44,0.03,0.47,2018,,
692,Madden NFL 18,Sports,E,PlayStation 4,EA Sports,EA Tiburon,2.62,1.73,0.42,,0.47,2017,,
741,NBA 2K15,Sports,E,PlayStation 4,2K Sports,Visual Concepts,2.49,1.49,0.55,0.01,0.44,2014,83.0,7.0
757,Dying Light,Action,M,PlayStation 4,Warner Bros. Interactive,Techland,2.45,1.18,0.74,0.13,0.4,2015,74.0,7.9
797,Ratchet & Clank (2016),Platform,E10,PlayStation 4,Sony Interactive Entertainment,Insomniac Games,2.38,0.97,0.97,0.06,0.39,2016,,
804,Uncharted: The Lost Legacy,Action,,PlayStation 4,Sony Interactive Entertainment,Naughty Dog,2.37,0.58,1.38,0.04,0.36,2017,,
817,Dragon Age: Inquisition,Role-Playing,M,PlayStation 4,Electronic Arts,BioWare Edmonton,2.34,1.07,0.8,0.08,0.38,2014,89.0,7.4
855,No Man's Sky,Action-Adventure,T,PlayStation 4,Hello Games,Hello Games,2.26,0.89,0.97,0.04,0.37,2016,71.0,4.5
860,Madden NFL 15,Sports,E,PlayStation 4,EA Sports,EA Tiburon,2.25,1.58,0.25,,0.41,2014,81.0,6.1
869,Battlefield V,Shooter,M,PlayStation 4,Electronic Arts,EA DICE,2.22,0.8,0.93,0.16,0.34,2018,,
876,Madden NFL 19,Sports,,PlayStation 4,EA Sports,EA Tiburon,2.21,1.63,0.18,,0.41,2018,,
897,Need for Speed: Payback,Racing,T,PlayStation 4,Electronic Arts,Ghost Games,2.18,0.62,1.18,0.04,0.34,2017,,
900,Destiny: The Taken King,Shooter,T,PlayStation 4,Activision,Bungie,2.18,0.97,0.8,0.05,0.36,2015,86.0,6.0
901,Spyro Reignited Trilogy,Platform,,PlayStation 4,Activision,Toys for Bob,2.17,0.75,1.07,,0.35,2018,,
907,Need for Speed Rivals,Racing,E10,PlayStation 4,Electronic Arts,Ghost Games,2.17,0.75,1.04,0.03,0.35,2013,80.0,6.2
908,PlayStation VR Worlds,Misc,M,PlayStation 4,Sony Interactive Entertainment,SIE London Studio,2.16,0.36,1.4,0.09,0.32,2016,59.0,7.1
913,Battlefield: Hardline,Shooter,M,PlayStation 4,Electronic Arts,EA DICE,2.15,0.72,0.97,0.14,0.33,2015,73.0,5.0
939,Killzone: Shadow Fall,Shooter,M,PlayStation 4,Sony Computer Entertainment,Guerrilla Games,2.1,,,,,2013,73.0,6.8
946,Dark Souls III,Role-Playing,M,PlayStation 4,Namco Bandai Games,From Software,2.09,,,,,2016,89.0,8.8
963,Rise of the Tomb Raider,Adventure,M,PlayStation 4,Square Enix,Crystal Dynamics,2.07,0.61,1.08,0.05,0.32,2016,,
966,LittleBigPlanet 3,Platform,E,PlayStation 4,Sony Computer Entertainment,Sumo Digital,2.06,0.78,0.93,0.01,0.34,2014,79.0,7.1
976,The Elder Scrolls Online: Tamriel Unlimited,MMO,M,PlayStation 4,Bethesda Softworks,ZeniMax Online Studios,2.05,0.74,0.98,,0.33,2015,,
981,Middle-Earth: Shadow of War,Action,M,PlayStation 4,Warner Bros. Interactive Entertainment,Monolith Productions,2.04,0.82,0.84,0.06,0.33,2017,,
990,Dragon Quest XI: Echoes of an Elusive Age,Role-Playing,T,PlayStation 4,Square Enix,Square Enix,2.04,0.29,0.22,1.43,0.1,2018,,
1001,Rocket League,Sports,E,PlayStation 4,505 Games,Psyonix Studios,2.02,0.37,1.34,,0.31,2016,85.0,8.7
1005,Dragon Ball: Xenoverse,Fighting,T,PlayStation 4,Namco Bandai Games,Dimps Corporation,2.01,,,,,2015,,
1009,Bloodborne,Role-Playing,M,PlayStation 4,Sony Computer Entertainment,From Software,2.0,,,,,2015,92.0,8.6
1010,Detroit: Become Human,Adventure,M,PlayStation 4,Sony Interactive Entertainment,Quantic Dream,2.0,,,,,2018,,
1015,Driveclub,Racing,E,PlayStation 4,Sony Computer Entertainment,Evolution Studios,2.0,,,,,2014,,
1026,Just Cause 3,Action-Adventure,M,PlayStation 4,Square Enix,Avalanche Studios,1.98,0.53,1.07,0.09,0.3,2015,73.0,6.5
1036,Dishonored 2,Action,M,PlayStation 4,Bethesda Softworks,Arkane Studios,1.97,0.62,1.02,0.01,0.31,2016,88.0,7.7
1073,Lego Marvel Super Heroes,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,1.91,0.59,1.0,0.01,0.3,2013,,
1082,Dragon Ball: Xenoverse 2,Action,T,PlayStation 4,Namco Bandai Games,Dimps Corporation,1.9,,,,,2016,73.0,7.8
1087,Until Dawn,Adventure,M,PlayStation 4,Sony Computer Entertainment,Supermassive Games Ltd.,1.9,0.62,0.92,0.06,0.3,2015,79.0,8.2
1113,The Evil Within,Action,M,PlayStation 4,Bethesda Softworks,Tango Gameworks,1.86,0.56,0.9,0.11,0.28,2014,75.0,7.3
1163,The Crew,Racing,T,PlayStation 4,Ubisoft,Ubisoft Reflections,1.79,0.44,1.04,0.03,0.27,2014,61.0,5.4
1197,For Honor,Action,M,PlayStation 4,Ubisoft,Ubisoft Montreal,1.75,0.73,0.66,0.07,0.28,2017,,
1207,Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,T,PlayStation 4,Namco Bandai Games,CyberConnect2,1.74,,,,,2016,79.0,8.2
1212,Shadow of the Tomb Raider,Action-Adventure,M,PlayStation 4,Square Enix,Eidos Montreal,1.74,0.59,0.82,0.06,0.27,2018,,
1224,Titanfall 2,Shooter,M,PlayStation 4,Electronic Arts,Respawn Entertainment,1.72,0.75,0.62,0.06,0.28,2016,89.0,8.4
1228,Injustice 2,Fighting,T,PlayStation 4,Warner Bros. Interactive Entertainment,NetherRealm Studios,1.72,0.88,0.54,,0.29,2017,,
1279,Tekken 7,Fighting,T,PlayStation 4,Namco Bandai Games,Namco Bandai Games,1.68,,,,,2017,,
1315,Persona 5,Role-Playing,M,PlayStation 4,Atlus,Atlus,1.64,0.62,0.34,0.48,0.2,2017,,
1335,The Order: 1886,Shooter,M,PlayStation 4,Sony Computer Entertainment,Ready at Dawn,1.62,0.44,0.86,0.07,0.25,2015,63.0,6.6
1346,Wolfenstein: The New Order,Shooter,M,PlayStation 4,Bethesda Softworks,MachineGames,1.61,0.48,0.84,0.03,0.25,2014,79.0,8.1
1417,NBA 2K14,Sports,E,PlayStation 4,2K Sports,Visual Concepts,1.54,0.91,0.35,0.01,0.27,2013,85.0,6.5
1456,Tomb Raider: Definitive Edition,Action-Adventure,M,PlayStation 4,Square Enix,Crystal Dynamics,1.51,0.47,0.74,0.06,0.23,2014,,
1473,Rayman Legends,Platform,E10,PlayStation 4,Ubisoft,Ubisoft Montpellier,1.5,0.22,1.05,,0.23,2014,90.0,8.5
1480,NieR: Automata,Role-Playing,M,PlayStation 4,Square Enix,PlatinumGames,1.5,,,,,2017,,
1492,Mass Effect: Andromeda,Role-Playing,M,PlayStation 4,Electronic Arts,BioWare Corp.,1.49,0.58,0.67,,0.25,2017,,
1544,Dragon Ball FighterZ,Fighting,T,PlayStation 4,Namco Bandai Games,Arc System Works,1.46,0.61,0.51,0.12,0.23,2018,,
1583,South Park: The Fractured But Whole,Role-Playing,M,PlayStation 4,Ubisoft,Ubisoft San Francisco,1.43,0.62,0.57,,0.24,2017,,
1631,The Sims 4,Simulation,T,PlayStation 4,Electronic Arts,Maxis,1.39,0.44,0.72,0.01,0.22,2017,,
1632,Street Fighter V,Fighting,T,PlayStation 4,Capcom,Capcom,1.39,0.64,0.42,0.12,0.22,2016,77.0,3.4
1676,Wolfenstein II: The New Colossus,Shooter,M,PlayStation 4,Bethesda Softworks,MachineGames,1.36,0.55,0.58,0.01,0.22,2017,,
1718,WWE 2K18,Sports,,PlayStation 4,2K Sports,Yuke's,1.33,0.45,0.67,,0.22,2017,,
1736,Fallout 76,Role-Playing,M,PlayStation 4,Bethesda Softworks,Bethesda Game Studios,1.32,0.52,0.49,0.1,0.2,2018,,
1753,Lego Star Wars: The Force Awakens,Action-Adventure,E10,PlayStation 4,Warner Bros. Interactive Entertainment,TT Fusion,1.31,0.3,0.78,0.02,0.2,2016,78.0,7.5
1761,EA Sports UFC 2,Sports,T,PlayStation 4,EA Sports,EA Canada,1.31,0.44,0.65,,0.21,2016,79.0,6.2
1786,The Last Guardian,Action-Adventure,T,PlayStation 4,Sony Interactive Entertainment,SIE Japan Studio,1.29,0.4,0.58,0.13,0.19,2016,,
1792,WWE 2K16,Sports,T,PlayStation 4,Take-Two Interactive,Yuke's,1.29,0.43,0.65,,0.21,2015,73.0,7.4
1799,Borderlands: The Handsome Collection,Shooter,,PlayStation 4,2K Games,Gearbox Software,1.28,0.69,0.34,0.03,0.22,2015,82.0,7.8
1801,Project CARS,Racing,E,PlayStation 4,Bandai Namco Games,Slightly Mad Studios,1.28,0.29,0.76,0.04,0.19,2015,83.0,6.6
1902,WWE 2K17,Sports,T,PlayStation 4,2K Games,Yuke's,1.22,0.32,0.7,,0.19,2016,69.0,6.9
1914,Guitar Hero Live,Music,T,PlayStation 4,Activision,FreeStyleGames,1.21,0.52,0.49,,0.2,2015,80.0,6.2
1934,Metal Gear Solid V: Ground Zeroes,Action-Adventure,M,PlayStation 4,Konami Digital Entertainment,Kojima Productions,1.2,0.36,0.5,0.17,0.17,2014,75.0,6.2
1936,Mad Max (2013),Action,M,PlayStation 4,Warner Bros. Interactive Entertainment,Avalanche Studios,1.2,0.38,0.59,0.05,0.19,2015,,
1958,Shadow of the Colossus,Action-Adventure,T,PlayStation 4,Sony Interactive Entertainment,Bluepoint Games,1.2,0.44,0.52,0.05,0.19,2018,,
1979,LEGO Dimensions,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,1.18,0.48,0.5,,0.2,2015,80.0,7.1
1989,LEGO Jurassic World,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,1.18,0.41,0.56,0.02,0.19,2015,70.0,7.0
2008,WWE 2K15,Sports,T,PlayStation 4,2K Sports,Visual Concepts,1.16,0.4,0.57,,0.19,2014,62.0,5.1
2012,MLB The Show 17,Sports,E,PlayStation 4,Sony Interactive Entertainment,SIE San Diego Studio,1.16,0.94,,,0.22,2017,,
2074,LEGO Worlds,Misc,,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,1.14,0.21,0.72,0.04,0.17,2017,,
2086,The Elder Scrolls V: Skyrim VR,Role-Playing,M,PlayStation 4,Bethesda Softworks,Bethesda Softworks,1.13,0.47,0.47,0.01,0.19,2017,,
2121,LEGO Marvel Super Heroes 2,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,1.11,0.33,0.6,0.0,0.18,2017,,
2136,EA Sports UFC,Fighting,T,PlayStation 4,Electronic Arts,EA Canada,1.11,0.49,0.43,0.01,0.18,2014,70.0,6.1
2153,Kingdom Hearts HD I.5 + II.5 ReMIX,Role-Playing,E10,PlayStation 4,Square Enix,Square Enix,1.1,,,,,2017,,
2195,Alien: Isolation,Adventure,M,PlayStation 4,Sega,Creative Assembly,1.09,0.29,0.59,0.05,0.16,2014,79.0,8.1
2247,MLB The Show 18,Sports,E,PlayStation 4,Sony Interactive Entertainment,SIE San Diego Studio,1.06,0.86,,,0.2,2018,,
2288,The Evil Within 2,Action,M,PlayStation 4,Bethesda Softworks,Tango Gameworks,1.05,0.31,0.49,0.09,0.15,2017,,
2305,Prey (2017),Shooter,M,PlayStation 4,Bethesda Softworks,Arkane Studios,1.04,0.25,0.62,0.02,0.16,2017,,
2326,Nioh,Action,M,PlayStation 4,Sony Interactive Entertainment,Team Ninja,1.03,0.34,0.36,0.2,0.14,2017,,
2363,MLB 15: The Show,Sports,E,PlayStation 4,Sony Computer Entertainment,SCE San Diego Studio,1.01,0.75,0.08,,0.19,2015,80.0,7.8
2365,Steep,Sports,,PlayStation 4,Ubisoft,Ubisoft Annecy,1.01,0.23,0.6,0.02,0.15,2016,,
2372,LEGO Marvel's Avengers,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,1.01,0.31,0.53,0.01,0.16,2016,71.0,7.0
2383,Evolve,Shooter,M,PlayStation 4,2K Games,Turtle Rock Studios,1.01,0.38,0.41,0.05,0.16,2015,76.0,4.3
2396,ARK: Survival Evolved,Action,T,PlayStation 4,Studio Wildcard,Studio Wildcard,1.0,,,,,2017,,
2404,Final Fantasy Type-0 HD,Role-Playing,M,PlayStation 4,Square Enix,Square Enix,1.0,,,,,2015,,
2406,Final Fantasy XII: The Zodiac Age,Role-Playing,T,PlayStation 4,Square Enix,Square Enix,1.0,,,,,2017,,
2409,inFAMOUS: Second Son,Action-Adventure,T,PlayStation 4,Sony Computer Entertainment,Sucker Punch,1.0,,,,,2014,80.0,7.9
2411,Kingdom Hearts HD II.8 Final Chapter Prologue,Role-Playing,E10,PlayStation 4,Square Enix,Square-Enix,1.0,,,,,2017,,
2412,Knack,Platform,E10,PlayStation 4,Sony Computer Entertainment,SCE Japan Studio,1.0,,,,,2013,54.0,6.5
2424,The Last of Us Remastered,Action-Adventure,M,PlayStation 4,Sony Computer Entertainment,Naughty Dog,1.0,,,,,2014,,
2465,WWE 2K19,Fighting,,PlayStation 4,2K Sports,Visual Concepts,0.98,0.36,0.46,,0.16,2018,,
2480,Injustice: Gods Among Us Ultimate Edition,Fighting,T,PlayStation 4,Warner Bros. Interactive Entertainment,NetherRealm Studios,0.98,0.46,0.35,,0.17,2013,,
2491,EA Sports UFC 3,Sports,T,PlayStation 4,EA Sports,EA Vancouver,0.97,0.4,0.41,0.01,0.16,2018,,
2519,Madden NFL 25,Sports,E,PlayStation 4,EA Sports,EA Tiburon,0.96,0.64,0.15,,0.17,2013,74.0,5.2
2524,MLB 16: The Show,Sports,E,PlayStation 4,Sony Computer Entertainment,SCE San Diego Studio,0.96,0.78,,,0.18,2016,,
2556,Lego Batman 3: Beyond Gotham,Action,E10,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.94,0.37,0.42,,0.16,2014,73.0,7.1
2681,Final Fantasy X / X-2 HD Remaster,Role-Playing,T,PlayStation 4,Square Enix,Square Enix,0.9,0.34,0.36,0.07,0.14,2015,,
2700,Ni no Kuni II: Revenant Kingdom,Role-Playing,T,PlayStation 4,Namco Bandai Games,Level 5,0.89,0.33,0.31,0.12,0.13,2018,,
2707,God of War III Remastered,Action,M,PlayStation 4,Sony Computer Entertainment,SCEA Santa Monica Studio,0.89,0.4,0.33,0.02,0.15,2015,,
2719,Fortnite,Action,T,PlayStation 4,Gearbox Software,Epic Games,0.89,0.42,0.32,,0.15,2017,,
2743,LEGO Harry Potter Collection,Action,E,PlayStation 4,Warner Bros. Interactive Entertainment,Traveller's Tales,0.88,0.07,0.68,,0.13,2016,73.0,8.1
2751,Minecraft: Story Mode,Adventure,E10,PlayStation 4,Mojang,Telltale Games,0.87,0.31,0.42,,0.14,2015,,
2797,BioShock: The Collection,Shooter,M,PlayStation 4,2K Games,"Blind Squirrel Digital, Inc",0.86,0.41,0.28,0.03,0.14,2016,,
2816,Thief,Action,M,PlayStation 4,Square Enix,Eidos Montreal,0.85,0.28,0.41,0.03,0.13,2014,,
2820,Until Dawn: Rush of Blood,Shooter,M,PlayStation 4,Sony Interactive Entertainment,Supermassive Games Ltd.,0.85,0.5,0.21,,0.15,2016,72.0,8.0
2823,Disney Infinity 3.0,Action,E,PlayStation 4,Disney Interactive Studios,Avalanche Software,0.85,0.31,0.4,,0.14,2015,,
2831,Farming Simulator 17,Simulation,E,PlayStation 4,Focus Home Interactive,Giants Software,0.85,0.19,0.52,0.01,0.13,2016,69.0,8.7
2921,The Crew 2,Racing,T,PlayStation 4,Ubisoft,Ivory Tower,0.82,0.22,0.42,0.05,0.12,2018,,
2922,Pro Evolution Soccer 2016,Sports,E,PlayStation 4,Konami Digital Entertainment,PES Productions,0.82,0.14,0.43,0.14,0.1,2015,87.0,7.1
2949,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,Action,T,PlayStation 4,Square Enix,Square Enix,0.81,0.21,0.14,0.39,0.07,2015,,
2998,Assassin's Creed The Ezio Collection,Action,M,PlayStation 4,Ubisoft,Ubisoft,0.79,0.14,0.52,0.02,0.12,2016,72.0,7.4
3024,Final Fantasy XIV: A Realm Reborn,MMO,T,PlayStation 4,Square Enix,Square Enix,0.79,0.35,0.23,0.08,0.12,2014,,
3028,Destiny: The Collection,Shooter,T,PlayStation 4,Activision,Bungie,0.78,0.24,0.4,0.02,0.12,2016,,8.1
3053,F1 2016,Racing,,PlayStation 4,Codemasters,Codemasters,0.78,0.07,0.56,0.03,0.11,2017,,
3061,Hitman,Action,M,PlayStation 4,Square Enix,IO Interactive,0.78,0.24,0.36,0.06,0.11,2017,,
3113,Pro Evolution Soccer 2015,Sports,E,PlayStation 4,Konami Digital Entertainment,PES Productions,0.76,0.09,0.45,0.12,0.1,2014,82.0,7.2
3151,LEGO City Undercover,Platform,E10,PlayStation 4,Warner Bros. Interactive Entertainment,TT Fusion,0.75,0.17,0.46,0.01,0.12,2017,,
3156,Pro Evolution Soccer 2018,Sports,E,PlayStation 4,Konami Digital Entertainment,Konami Digital Entertainment,0.75,0.12,0.36,0.19,0.09,2017,,
3163,Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,E10,PlayStation 4,Disney Interactive Studios,Avalanche Software,0.75,0.37,0.25,,0.13,2014,,
3166,Pro Evolution Soccer 2017,Sports,E,PlayStation 4,Konami Digital Entertainment,PES Productions,0.75,0.08,0.41,0.18,0.09,2016,85.0,7.6
3199,Sniper Elite III,Shooter,M,PlayStation 4,505 Games,Rebellion Developments,0.74,0.25,0.37,,0.12,2014,,
3242,MLB 14 The Show,Sports,E,PlayStation 4,Sony Computer Entertainment,SCE San Diego Studio,0.73,0.59,,,0.14,2014,,
3265,WipEout Omega Collection,Racing,E10,PlayStation 4,Sony Interactive Entertainment,Clever Beans / EPOS Game Studios,0.72,0.12,0.49,,0.11,2017,,
3296,Deus Ex: Mankind Divided,Role-Playing,M,PlayStation 4,Square Enix,Eidos Montreal,0.72,0.25,0.34,0.01,0.12,2016,84.0,7.6
3308,Astro Bot Rescue Mission,Platform,E10,PlayStation 4,Sony Interactive Entertainment,SIE Japan Studio,0.71,0.22,0.36,0.02,0.11,2018,,
3310,SoulCalibur VI,Fighting,T,PlayStation 4,Bandai Namco Games,Project Soul,0.71,0.44,0.11,0.04,0.12,2018,,
3317,The LEGO Movie Videogame,Action-Adventure,E10,PlayStation 4,Warner Bros. Interactive Entertainment,TT Fusion,0.71,0.26,0.32,0.01,0.11,2014,71.0,7.1
3374,Marvel vs. Capcom: Infinite,Fighting,T,PlayStation 4,Capcom,Capcom,0.7,0.36,0.19,0.04,0.11,2017,,
3418,Dark Souls II: Scholar of the First Sin,Role-Playing,T,PlayStation 4,Namco Bandai Games,From Software,0.69,0.27,0.23,0.09,0.1,2015,,
