rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
17517,Space Hulk Tactics,Strategy,,PlayStation 4,Focus Home Interactive,Cyanide,0.02,0.02,,,0.0,2018,,
17576,428: Shibuya Scramble,Visual Novel,T,PlayStation 4,Spike Chunsoft,Abstraction Games,0.02,0.01,,0.01,0.0,2018,,
17580,Dungeons 2,Role-Playing,T,PlayStation 4,Kalypso Media,Realmforge Studios,0.02,0.02,,,0.0,2016,61.0,7.9
17652,Flipping Death,Platform,,PlayStation 4,Rising Star,Zoink Games,0.02,0.02,,,0.0,2018,,
17654,Tricky Towers,Puzzle,E,PlayStation 4,Soedesco,WeirdBeard,0.02,0.02,,,0.0,2017,,
17656,This Is the Police 2,Strategy,M,PlayStation 4,THQ Nordic,Weappy Studio,0.02,0.02,,,0.0,2018,,
17682,No Heroes Allowed! VR,Strategy,,PlayStation 4,Sony Interactive Entertainment,Acquire,0.02,,,0.02,,2017,,
17734,Titan Quest,Action,T,PlayStation 4,THQ Nordic,Iron Lore Entertainment,0.02,0.02,,,0.0,2018,,
17745,Border Break,Action-Adventure,,PlayStation 4,Sega,Sega,0.02,,,0.02,,2018,,
17756,ArmaGallant: Decks of Destiny,Strategy,E10,PlayStation 4,Maximum Games,RockNanoGlobal,0.02,0.02,,,0.0,2017,,
17795,Gravity Rush Remastered,Action-Adventure,,PlayStation 4,Sony Computer Entertainment Europe,Bluepoint Games,0.02,,0.02,,0.0,2016,80.0,8.2
17805,Carmageddon: Max Damage,Action,,PlayStation 4,Stainless Games,Stainless Games,0.02,0.02,,,0.0,2016,51.0,5.5
17835,Armello,Strategy,E10,PlayStation 4,League of Geeks,League of Geeks,0.02,0.02,,,0.0,2018,,
17837,Valthirian Arc: Hero School Story,Role-Playing,,PlayStation 4,PQube,Agate Studio,0.02,0.02,,,0.0,2018,,
17848,Shaq-Fu: A Legend Reborn,Action,T,PlayStation 4,Wired Productions,Big Deez Productions,0.02,0.02,,,0.0,2018,,
17867,Patapon Remastered,Music,E,PlayStation 4,Sony Interactive Entertainment,SIE Japan Studio,0.02,,,0.02,,2017,,
17873,Monster Hunter Frontier Z: Beginner's Package,Action,,PlayStation 4,Capcom,Unknown,0.02,,,0.02,,2016,,
17881,Professional Farmer 2016,Action,,PlayStation 4,Namco Bandai Games,Unknown,0.02,,0.02,,0.0,2015,,
17910,Natsuiro High School: Seishun Hakusho,Action,,PlayStation 4,D3Publisher,Unknown,0.02,,,0.02,,2015,,
17916,The Inner World: The Last Wind Monk,Puzzle,E10,PlayStation 4,Kalypso Media,Studio Fizbin,0.02,0.02,,,0.0,2017,,
17925,SteamWorld Collection,Misc,E10,PlayStation 4,Rising Star Games,Image & Form Games,0.02,0.02,,,0.0,2016,,
17939,Winning Post 8 2018,Sports,,PlayStation 4,Koei Tecmo,Koei Tecmo Games,0.02,,,0.02,,2018,,
17957,Konoyo no Hate de Koi o Utau Shoujo: Yu-No,Visual Novel,,PlayStation 4,5pb,MAGES,0.02,,,0.02,,2017,,
17965,God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,Misc,,PlayStation 4,Namco Bandai Games,Bandai Namco Games,0.02,,,0.02,,2016,,
17988,Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,Role-Playing,,PlayStation 4,Square Enix,Square Enix,0.02,,,0.02,,2017,,
17996,Crayola Scoot,Sports,E,PlayStation 4,Outright Games,Outright Games,0.02,0.01,,,0.0,2018,,
17999,Genkai Tokki: Castle Panzers,Role-Playing,,PlayStation 4,Compile Heart,Compile Heart,0.02,,,0.02,,2017,,
18023,Adventure Time: Pirates of the Enchiridion,Adventure,E10,PlayStation 4,Outright Games,Outright Games,0.02,0.01,,,0.0,2018,,
18064,SteamWorld Dig 2,Platform,E10,PlayStation 4,Rising Star Games,Image & Form Games,0.02,0.01,,,0.0,2018,,
18112,Skullgirls: 2nd Encore,Fighting,,PlayStation 4,Arc System Works,Lab Zero Games,0.02,,,0.02,,2016,,
18114,This Is The Police,Simulation,M,PlayStation 4,THQ Nordic,Weappy Studio,0.02,0.01,,,0.0,2017,,
18132,Rabbids Invasion: The Interactive TV Show,Misc,E10,PlayStation 4,Ubisoft,Ubisoft Paris,0.02,0.0,0.01,,0.0,2014,,
18152,Full Metal Panic! Fight: Who Dares Wins,Fighting,,PlayStation 4,Bandai Namco Entertainment,Bandai Namco Games,0.02,,,0.02,,2018,,
18156,FlatOut 4: Total Insanity,Racing,T,PlayStation 4,Unfinished Pixel,Kylotonn Entertainment,0.02,0.01,,,0.0,2017,,
18186,A-Train Exp.,Simulation,,PlayStation 4,ArtDink,ArtDink,0.02,,,0.02,,2017,,
18210,Chaos;Child,Visual Novel,M,PlayStation 4,PQube,5pb. Inc.,0.02,,,0.02,,2017,,
18215,Project Highrise: Architect's Edition,Simulation,E10,PlayStation 4,Kalypso Media,SomaSim,0.02,0.01,,,0.0,2018,,
18223,Touhou Shinpiroku ~ Urban Legend in Limbo,Fighting,,PlayStation 4,Mediascape,Twilight Frontier,0.02,,,0.02,,2016,,
18255,Rogue Trooper Redux,Shooter,T,PlayStation 4,Rebellion,TickTock Games,0.02,0.01,,,0.0,2017,,
18328,Touhou Genso Wanderer Reloaded,Role-Playing,T,PlayStation 4,NIS America,AQUA STYLE,0.02,0.01,,,0.0,2018,,
18337,Tour de France 2018,Simulation,,PlayStation 4,Focus Home Interactive,Cyanide Studio,0.02,,0.01,,0.0,2018,,
18379,Space Hulk: Deathwing,Shooter,M,PlayStation 4,Focus Home Interactive,Cyanide Studio,0.02,,0.01,,0.0,2017,,
18395,Pharaonic,Action,M,PlayStation 4,Soedesco,Milkstone Studios,0.02,0.01,,,0.0,2017,,
18427,White Day: A Labyrinth Named School (2017),Action,T,PlayStation 4,PQube,ROIGAMES Inc.,0.02,,0.01,0.01,0.0,2017,,
18441,SNK Heroines Tag Team Frenzy,Fighting,T,PlayStation 4,NIS America,SNK Corporation,0.02,,,0.02,,2018,,
18489,Dragon Quest X: All in One Package Ver.1-4,MMO,,PlayStation 4,Square Enix,Square Enix,0.01,,,0.01,,2018,,
18507,GRIP: Combat Racing,Racing,E10,PlayStation 4,U&I Entertainment,Caged Element,0.01,0.01,,,0.0,2018,,
18555,Torment: Tides of Numenera,Role-Playing,M,PlayStation 4,Techland,InXile Entertainment,0.01,0.01,,,0.0,2017,,
18565,Summer Lesson: Miyamoto Hikari Collection,Adventure,,PlayStation 4,Namco Bandai Games,Namco Bandai Games,0.01,,,0.01,,2017,,
18570,Raven's Cry,Role-Playing,M,PlayStation 4,TopWare Interactive,Reality Pump Studios,0.01,,0.01,,0.0,2015,,
18585,Little Witch Academia: Chamber of Time,Role-Playing,,PlayStation 4,Bandai Namco Entertainment,A+ Games,0.01,,,0.01,,2017,,
18612,New Game! The Challenge Stage!,Adventure,,PlayStation 4,5pb,5pb. Inc.,0.01,,,0.01,,2017,,
18615,God Wars: Nihon Shinwa Taisen,Role-Playing,,PlayStation 4,Kadokawa Games,Kadokawa Games,0.01,,,0.01,,2018,,
18635,Yoku's Island Express,Action,E10,PlayStation 4,Villa Gorilla,Villa Gorilla,0.01,0.01,,,0.0,2018,,
18639,Mega Man X Legacy Collection 1,Platform,,PlayStation 4,Capcom,Capcom,0.01,,,0.01,,2018,,
18668,Hakoniwa Company Works,Strategy,,PlayStation 4,Nippon Ichi Software,Nippon Ichi Software,0.01,,,0.01,,2017,,
18717,DJ Max Respect,Misc,,PlayStation 4,Arc System Works,DJMAX Sound Lab Team,0.01,,,0.01,,2017,,
18723,Far Cry 3: Classic Edition,Action-Adventure,M,PlayStation 4,Ubisoft,Ubisoft Montreal,0.01,,,0.01,,2018,,
18753,Flashback,Platform,E10,PlayStation 4,Microids,Paul Cuisset,0.01,0.01,,,0.0,2018,,
18764,Jake Hunter Detective Story: Prism of Eyes,Adventure,,PlayStation 4,Arc System Works,Arc System Works,0.01,,,0.01,,2018,,
18779,Tempest 4000,Shooter,,PlayStation 4,Atari,Llamasoft,0.01,0.01,,,0.0,2018,,
18788,Atelier: The Alchemist of Arland 1-2-3 DX,Role-Playing,,PlayStation 4,Koei Tecmo,Gust,0.01,,,0.01,,2018,,
18789,Battle Worlds: Kronos,Strategy,E10,PlayStation 4,Nordic Games,KING Art Games,0.01,0.01,,,0.0,2016,,
18802,Dragon's Dogma Online: Season 3,Role-Playing,,PlayStation 4,Capcom,Capcom,0.01,,,0.01,,2017,,
18831,Capcom Beat 'Em Up Bundle,Fighting,T,PlayStation 4,Capcom,Capcom,0.01,,,0.01,,2018,,
18905,Moonlighter,Role-Playing,E10,PlayStation 4,Merge Games,Digital Sun,0.01,0.01,,,0.0,2018,,
18920,Occultic;Nine,Adventure,,PlayStation 4,5pb,5pb. Inc.,0.01,,,0.01,,2017,,
18955,Wordhunters,Misc,,PlayStation 4,Wired Productions,thumbfood Ltd.,0.01,0.01,,,0.0,2018,,
18965,Doukoku Soshite... Doukoku Soshite...,Visual Novel,,PlayStation 4,El Dia,El Dia,0.01,,,0.01,,2018,,
18979,Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,Adventure,,PlayStation 4,5pb,5pb. Inc.,0.01,,,0.01,,2017,,
19002,Battle Garegga Rev.2016,Strategy,,PlayStation 4,M2,Arc System Works,0.01,,,0.01,,2016,,
19020,Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. & Zoku: Oatome Set,Adventure,,PlayStation 4,5pb,5pb. Inc.,0.01,,,0.01,,2017,,
19022,Mothergunship,Shooter,,PlayStation 4,Sold Out,Grip Games,0.01,0.01,,,0.0,2018,,
19034,Farming 2017 - The Simulation,Simulation,,PlayStation 4,UIG Entertainment,UIG Entertainment,0.01,,0.01,,0.0,2016,,
19050,Re:Zero - Kara Hajimeru Isekai Seikatsu - Death or Kiss,Adventure,,PlayStation 4,5pb,MAGES,0.01,,,0.01,,2017,,
19074,Gal Gun 2,Simulation,M,PlayStation 4,PQube,Inti Creates,0.01,,,0.01,,2018,,
19086,Gungrave VR,Shooter,RP,PlayStation 4,Xseed Games,IGGYMOB,0.01,0.01,,,0.0,2018,,
19158,Zombie Vikings,Action,T,PlayStation 4,Rising Star Games,Zoink Games,0.01,,0.01,,0.0,2016,,
19162,ATV Renegades,Racing,E,PlayStation 4,Nighthawk Interactive,Nighthawk Interactive,0.01,0.01,,,0.0,2017,,
19164,Ziggurat,Shooter,T,PlayStation 4,Soedesco,Milkstone Studios,0.01,,0.01,,0.0,2016,,
19176,Hyperdimension Neptunia Re;Birth1 Plus,Role-Playing,,PlayStation 4,Compile Heart,Idea Factory,0.01,,,0.01,,2018,,
19244,Lapis x Labyrinth,Role-Playing,,PlayStation 4,Nippon Ichi Software,Nippon Ichi Software,0.01,,,0.01,,2018,,
19252,Jagged Alliance: Rage!,Strategy,M,PlayStation 4,THQ Nordic,Cliffhanger Productions,0.01,0.01,,,0.0,2018,,
19267,Chaos;Child: Love Chu Chu!!,Visual Novel,,PlayStation 4,5pb,5pb. Inc.,0.01,,,0.01,,2017,,
19313,V-Rally 4,Racing,E,PlayStation 4,Bigben Interactive,Kylotonn,0.01,0.01,,,0.0,2018,,
19325,Moto Racer 4,Racing,,PlayStation 4,Microids,Microids,0.01,0.01,,,0.0,2017,,
19333,Million Arthur: Arcana Blood,Fighting,,PlayStation 4,Square Enix,Square Enix,0.01,,,0.01,,2018,,
19334,LocoRoco Remastered,Platform,E,PlayStation 4,Sony Interactive Entertainment,SIE Japan Studio,0.01,,,0.01,,2017,,
19335,Lock's Quest,Strategy,E10,PlayStation 4,THQ Nordic,5TH Cell,0.01,0.01,,,0.0,2017,,
19396,Gal Gun: Double Peace,Action,M,PlayStation 4,PQube,Inti Creates,0.01,,,0.01,,2016,,
19409,Ketsui Deathtiny: Kizuna Jigoku Tachi,Action,,PlayStation 4,M2,M2,0.01,,,0.01,,2018,,
19427,Yuuna and the Haunted Hot Springs: Steam Dungeon,Role-Playing,,PlayStation 4,FuRyu Corporation,FuRyu,0.01,,,0.01,,2018,,
19469,Woodcutter Simulator 2016,Action,,PlayStation 4,Namco Bandai Games,Unknown,0.01,,0.01,,0.0,2015,,
19486,Akiba's Trip 2+A,Adventure,M,PlayStation 4,Acquire,Acquire,0.01,,,0.01,,2017,,
19503,Date A Live: Rio Reincarnation HD,Adventure,,PlayStation 4,Compile Heart,Compile Heart,0.01,,,0.01,,2017,,
19524,Undertale,Role-Playing,,PlayStation 4,Toby Fox,Toby Fox,0.01,,,0.01,,2017,,
19544,Maitetsu: Pure Station,Visual Novel,,PlayStation 4,Yeti,Lose,0.01,,,0.01,,2018,,
19567,Just Deal With It,Party,,PlayStation 4,Wired Productions,Wired Productions,0.01,0.01,,,0.0,2018,,
19573,Memories Off: Innocent File,Visual Novel,,PlayStation 4,MAGES,5pb. Games,0.01,,,0.01,,2018,,
19612,Valhalla Hills: Definitive Edition,Strategy,T,PlayStation 4,Kalypso Media,Daedalic Entertainment,0.01,0.01,,,0.0,2017,,
19698,One Piece: Unlimited World Red Deluxe Edition,Action,T,PlayStation 4,Namco Bandai Games,Ganbarion,0.01,,,0.01,,2017,,
19721,Hyper Light Drifter,Role-Playing,,PlayStation 4,Rebellion Games,Rebellion Games,0.01,,,0.01,,2016,,
19724,Closed Nightmare,Misc,,PlayStation 4,Nippon Ichi Software,Nippon Ichi Software,0.01,,,0.01,,2018,,
19726,Teslagrad,Platform,,PlayStation 4,Rain Games,Rain Games,0.01,,0.01,,0.0,2014,,
19731,Kunio-kun: The World Classics Collection,Misc,,PlayStation 4,Arc System Works,"Million Co., Ltd.",0.01,,,0.01,,2018,,
19757,Darius Burst: Chronicle Saviours,Action,,PlayStation 4,Kadokawa Games,Pyramid,0.01,,,0.01,,2017,,
19775,The Escapists: The Walking Dead,Action,,PlayStation 4,Team17 Software,Team17 Software,0.01,,0.0,,0.0,2016,,
19794,Saiaku Naru Saiyaku Ningen ni Sasagu,Visual Novel,,PlayStation 4,Kemco,Kemco,0.01,,,0.01,,2018,,
19814,Mega Man X Legacy Collection 2,Platform,,PlayStation 4,Capcom,Capcom,0.01,,,0.01,,2018,,
19825,Happy Manager: Shiawase Zhuang no Kanrinin San,Simulation,,PlayStation 4,D3 Publisher,D3 Publisher,0.01,,,0.01,,2018,,
19846,Super Meat Boy,Platform,,PlayStation 4,Team Meat,Team Meat,0.01,,0.0,,0.0,2016,,
