rank,name,genre,esrb_rating,platform,publisher,developer,global_sales,na_sales,pal_sales,jp_sales,other_sales,year,critic_score,user_score
8200,No Man's Sky,Action-Adventure,T,Xbox One,505 Games,Hello Games,0.23,0.17,0.04,,0.02,2018,,
8217,DiRT 4,Racing,T,Xbox One,Deep Silver,Codemasters,0.23,0.11,0.1,,0.02,2017,,
8254,NBA Live 15,Sports,E,Xbox One,Electronic Arts,EA Tiburon,0.22,0.18,0.02,,0.02,2014,53.0,6.8
8280,F1 2016,Racing,,Xbox One,Codemasters,Codemasters,0.22,0.09,0.12,,0.02,2016,,
8313,Deadpool,Action,M,Xbox One,Activision,High Moon Studios,0.22,0.17,0.03,,0.02,2015,,5.7
8325,The Amazing Spider-Man 2 (2014),Action-Adventure,T,Xbox One,Activision,Beenox,0.22,0.12,0.08,,0.02,2014,,
8333,Kingdom Come: Deliverance,Role-Playing,M,Xbox One,Deep Silver,Warhorse Studios,0.22,0.14,0.06,,0.02,2018,,
8354,LEGO Harry Potter Collection,Action,E10,Xbox One,Warner Bros. Interactive Entertainment,Traveller's Tales,0.22,0.14,0.06,,0.02,2018,,
8367,Lords of the Fallen,Role-Playing,M,Xbox One,Namco Bandai Games,DECK13 Interactive,0.22,0.1,0.1,,0.02,2014,71.0,6.7
8368,Hitman 2,Action-Adventure,M,Xbox One,Warner Bros. Interactive Entertainment,IO Interactive,0.22,0.14,0.06,,0.02,2018,,
8427,Super Lucky's Tale,Platform,E,Xbox One,Microsoft Studios,Playful Corp.,0.22,0.13,0.07,,0.02,2017,,
8441,DiRT Rally,Racing,,Xbox One,Codemasters,Codemasters,0.21,0.12,0.08,,0.02,2016,86.0,8.0
8499,Just Dance 2018,Music,E10,Xbox One,Ubisoft,Ubisoft Paris,0.21,0.15,0.04,,0.02,2017,,
8504,Homefront: The Revolution,Shooter,M,Xbox One,Deep Silver,Dambuster Studios,0.21,0.1,0.09,,0.02,2016,49.0,4.1
8596,State of Decay: Year One Survival Edition,Action-Adventure,M,Xbox One,Microsoft Studios,Undead Labs,0.21,0.14,0.05,,0.02,2015,,
8635,NBA Live 18,Sports,E,Xbox One,EA Sports,EA Sports,0.21,0.18,,,0.02,2017,,
8643,theHunter: Call of the Wild,Shooter,T,Xbox One,THQ Nordic,Expansive Worlds,0.21,0.18,,,0.02,2017,,
8828,Sleeping Dogs: Definitive Edition,Action-Adventure,M,Xbox One,Square Enix,United Front Games,0.2,0.1,0.09,,0.02,2014,,
8829,Project CARS 2,Racing,,Xbox One,Namco Bandai Games,Slightly Mad Studios,0.2,0.01,0.18,,0.01,2017,,
8918,Batman: Return to Arkham,Action,T,Xbox One,Warner Bros. Interactive Entertainment,Rocksteady Studios,0.2,0.12,0.06,,0.02,2016,77.0,8.2
8963,Dishonored: Definitive Edition,Action,M,Xbox One,Bethesda Softworks,Arkane Studios,0.19,0.13,0.05,,0.02,2015,,
8967,One Piece: Burning Blood,Fighting,T,Xbox One,Namco Bandai Games,Spike Chunsoft,0.19,0.11,0.07,,0.02,2016,60.0,5.8
9125,Fantasia: Music Evolved,Music,E10,Xbox One,Disney Interactive Studios,Harmonix Music Systems,0.19,0.14,0.03,,0.02,2014,77.0,7.5
9172,Mirror's Edge Catalyst,Platform,T,Xbox One,Electronic Arts,EA DICE,0.19,0.11,0.06,,0.02,2016,72.0,4.4
9223,Naruto to Boruto: Shinobi Striker,Action,T,Xbox One,Bandai Namco Games,Soleil Software Studio Inc.,0.19,0.17,,,0.02,2018,,
9224,XCOM 2,Strategy,T,Xbox One,2K Games,Firaxis Games,0.19,0.15,0.02,,0.02,2016,87.0,8.1
9230,F1 2017,Racing,E,Xbox One,Deep Silver,Codemasters,0.19,0.04,0.13,,0.01,2017,,
9257,Shape Up,Sports,E,Xbox One,Ubisoft,Ubisoft Montreal,0.18,0.08,0.09,,0.01,2014,58.0,8.3
9435,Cities: Skylines,Simulation,E,Xbox One,Koch Media,Colossal Order,0.18,0.13,0.03,,0.02,2017,,
9465,Sniper: Ghost Warrior 3,Shooter,M,Xbox One,City Interactive,City Interactive,0.18,0.11,0.05,,0.02,2017,,
9502,Project Spark,Misc,E10,Xbox One,Microsoft Studios,Team Dakota,0.17,0.11,0.05,,0.02,2014,73.0,7.0
9564,Rush: A Disney Pixar Adventure,Adventure,E10,Xbox One,Microsoft Studios,Asobo Studio,0.17,0.15,,,0.02,2017,,
9699,Fighter Within,Fighting,T,Xbox One,Ubisoft,Daoka,0.17,0.08,0.07,,0.01,2013,23.0,3.0
9764,F1 2018,Racing,E,Xbox One,Codemasters,Codemasters Birmingham,0.17,0.05,0.1,,0.01,2018,,
9781,Murdered: Soul Suspect,Action-Adventure,M,Xbox One,Square Enix,Airtight Games,0.17,0.08,0.07,,0.01,2014,51.0,7.0
9818,Pac-Man Championship Edition 2 + Arcade Game Series,Action,E,Xbox One,Namco Bandai Games,Namco Bandai Games,0.16,0.15,,,0.02,2016,,
9883,Angry Birds: Star Wars,Puzzle,E,Xbox One,Activision,Exient Entertainment,0.16,0.11,0.04,,0.02,2013,,
9907,Little Nightmares,Platform,T,Xbox One,Namco Bandai Games,Tarsier Studios,0.16,0.12,0.03,,0.02,2017,,
10031,The Walking Dead: Season One,Adventure,,Xbox One,Telltale Games,Telltale Games,0.16,0.08,0.06,,0.01,2014,,
10044,Bendy and the Ink Machine,Puzzle,T,Xbox One,Rooster Teeth Games,TheMeatly Games,0.16,0.14,,,0.02,2018,,
10170,Wolfenstein: The Old Blood,Shooter,M,Xbox One,Bethesda Softworks,MachineGames,0.15,0.07,0.07,,0.01,2015,75.0,8.0
10173,Just Dance 2019,Music,E,Xbox One,Ubisoft,Ubisoft Paris,0.15,0.13,0.01,,0.02,2018,,
10261,Pro Evolution Soccer 2015,Sports,E,Xbox One,Konami Digital Entertainment,PES Productions,0.15,0.04,0.1,,0.01,2014,79.0,7.3
10265,Transformer: Rise of the Dark Spark,Shooter,T,Xbox One,Activision,Edge of Reality,0.15,0.1,0.03,,0.01,2014,,
10308,NBA Live 19,Sports,,Xbox One,Electronic Arts,EA Tiburon,0.15,0.13,,,0.02,2018,,
10345,The Escapists 2,Action,T,Xbox One,Sold Out,Team17 Software,0.15,0.05,0.08,,0.01,2017,,
10346,Transformers: Devastation,Action,T,Xbox One,Activision,PlatinumGames,0.15,0.1,0.04,,0.01,2015,75.0,7.9
10389,Spintires: MudRunner,Simulation,E,Xbox One,Focus Home Interactive,Saber Interactive,0.15,0.11,0.02,,0.01,2017,,
10443,DmC Devil May Cry: Definitive Edition,Action,M,Xbox One,Capcom,QLOC,0.15,0.09,0.04,,0.01,2015,,
10444,Attack on Titan,Action,M,Xbox One,Tecmo Koei,Omega Force,0.15,0.06,0.07,,0.01,2016,,
10533,Tony Hawk's Pro Skater 5,Sports,T,Xbox One,Activision,Robomodo,0.14,0.11,0.02,,0.01,2015,39.0,2.1
10555,Naruto Shippuden: Ultimate Ninja Storm Legacy,Fighting,,Xbox One,Namco Bandai Games,CyberConnect2,0.14,0.11,0.02,,0.01,2017,,
10667,The Walking Dead: Season Two,Misc,,Xbox One,Telltale Games,Unknown,0.14,0.08,0.05,,0.01,2014,,
10730,Resident Evil: Revelations 2,Action,M,Xbox One,Capcom,Capcom,0.14,0.1,0.02,,0.01,2015,75.0,7.5
10736,Dishonored: Death of the Outsider,Action,M,Xbox One,Bethesda Softworks,Arkane Studios,0.14,0.07,0.06,,0.01,2017,,
10756,Ultimate Marvel vs. Capcom 3,Fighting,,Xbox One,Capcom,Capcom,0.14,0.12,,,0.01,2017,,
10762,My Hero One's Justice,Fighting,T,Xbox One,Bandai Namco Entertainment,Byking,0.14,0.12,,,0.01,2018,,
10832,The Elder Scrolls Online: Morrowind,MMO,M,Xbox One,Bethesda Softworks,ZeniMax Online Studios,0.14,0.09,0.03,,0.01,2017,,
10955,R.B.I. Baseball 18,Sports,,Xbox One,MLB Advanced Media,MLB Advanced Media,0.13,0.12,,,0.01,2018,,
10992,Destiny 2: Forsaken,Shooter,,Xbox One,Activision,Bungie,0.13,0.08,0.04,,0.01,2018,,
11016,Hasbro Family Fun Pack,Misc,E10,Xbox One,Ubisoft,Ubisoft,0.13,0.1,0.02,,0.01,2015,,
11033,Rocksmith 2014 Edition Remastered,Music,T,Xbox One,Ubisoft,Ubisoft,0.13,0.12,,,0.01,2016,,
11055,Song of the Deep,Action,,Xbox One,Insomniac Games,Insomniac Games,0.13,0.12,,,0.01,2016,66.0,6.9
11105,NBA Live 16,Sports,E,Xbox One,EA Sports,EA Tiburon,0.13,0.11,0.01,,0.01,2015,60.0,5.6
11151,Outlast Trinity,Action,,Xbox One,Warner Bros. Interactive Entertainment,Red Barrels,0.13,0.1,0.02,,0.01,2017,,
11165,Sonic Mania,Platform,E,Xbox One,Sega,PagodaWest Games,0.13,0.09,0.03,,0.01,2017,,
11373,Dead by Daylight,Action,M,Xbox One,505 Games,Behaviour Interactive Inc.,0.12,0.08,0.03,,0.01,2017,,
11377,Darksiders III,Action,M,Xbox One,THQ Nordic,Gunfire Games,0.12,0.11,,,0.01,2018,,
11389,Vampyr,Role-Playing,M,Xbox One,Focus Home Interactive,DONTNOD Entertainment,0.12,0.07,0.04,,0.01,2018,,
11392,The Walking Dead - The Telltale Series: A New Frontier,Adventure,,Xbox One,Warner Bros. Interactive Entertainment,Telltale Games,0.12,0.1,0.01,,0.01,2017,,
11396,NASCAR Heat 2,Racing,E,Xbox One,704Games,Monster Games,0.12,0.11,,,0.01,2017,,
11411,Life is Strange,Adventure,M,Xbox One,Square Enix,DONTNOD Entertainment,0.12,0.08,0.03,,0.01,2016,85.0,8.7
11456,Wolfenstein The Two Pack,Shooter,M,Xbox One,Bethesda Softworks,MachineGames,0.12,0.11,,,0.01,2017,,
11462,The Surge,Action,M,Xbox One,Focus Home Interactive,DECK13 Interactive,0.12,0.07,0.04,,0.01,2017,,
11503,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,Fighting,T,Xbox One,Namco Bandai Games,CyberConnect2,0.12,0.11,,,0.01,2017,,
11510,Pro Evolution Soccer 2016,Sports,E,Xbox One,Konami Digital Entertainment,PES Productions,0.12,0.05,0.06,,0.01,2015,85.0,6.2
11532,Pro Evolution Soccer 2018,Sports,E,Xbox One,Konami Digital Entertainment,Konami Digital Entertainment,0.12,0.06,0.05,,0.01,2017,,
11541,7 Days to Die,Action,M,Xbox One,Telltale Games,The Fun Pimps,0.12,0.09,0.02,,0.01,2016,35.0,5.2
11591,Zombie Army Trilogy,Shooter,M,Xbox One,Rebellion Developments,Rebellion Developments,0.12,0.05,0.05,,0.01,2015,62.0,7.2
11849,The Elder Scrolls Online: Summerset,MMO,M,Xbox One,Bethesda Softworks,ZeniMax Online Studios,0.11,0.09,0.01,,0.01,2018,,
11869,Prototype: Biohazard Bundle,Action,,Xbox One,Activision,Activision,0.11,0.1,,,0.01,2016,56.0,3.1
11897,Ride,Racing,E,Xbox One,Milestone S.r.l.,Milestone S.r.l.,0.11,0.05,0.05,,0.01,2015,54.0,5.3
11925,Agents of Mayhem,Action,M,Xbox One,Deep Silver,Volition Inc.,0.11,0.07,0.03,,0.01,2017,,
12003,Burnout Paradise Remastered,Racing,E10,Xbox One,Electronic Arts,Stellar Entertainment,0.11,0.06,0.04,,0.01,2018,,
12017,Metal Gear Solid V: The Definitive Experience,Action,M,Xbox One,Konami Digital Entertainment,Kojima Productions,0.11,0.1,,,0.01,2016,,
12054,Killer Instinct (2013),Fighting,T,Xbox One,Microsoft Studios,Iron Galaxy,0.11,0.07,0.03,,0.01,2014,,
12135,Dark Souls: Remastered,Role-Playing,M,Xbox One,Bandai Namco Entertainment,From Software,0.11,0.07,0.03,,0.01,2018,,
12302,MXGP 2,Racing,E,Xbox One,Milestone S.r.l,Milestone S.r.l.,0.1,0.07,0.02,,0.01,2016,,
12328,NASCAR Heat 3,Racing,,Xbox One,704Games,Monster Games,0.1,0.09,,,0.01,2018,,
12352,Starlink: Battle for Atlas,Action-Adventure,E10,Xbox One,Ubisoft,Ubisoft Toronto,0.1,0.09,,,0.01,2018,,
12402,NASCAR Heat Evolution,Racing,,Xbox One,Dusenberry Martin Racing,Monster Games,0.1,0.09,,,0.01,2016,,1.6
12458,TrackMania Turbo,Racing,E,Xbox One,Ubisoft,Nadeo,0.1,0.05,0.04,,0.01,2016,76.0,7.7
12466,Divinity: Original Sin,Role-Playing,,Xbox One,Focus Home Interactive,Larian Studios,0.1,0.06,0.03,,0.01,2015,,
12543,Sega Genesis Classics,Misc,T,Xbox One,Sega,Sega,0.1,0.06,0.03,,0.01,2018,,
12555,Dead or Alive 5 Last Round,Fighting,M,Xbox One,Tecmo Koei,Team Ninja,0.1,0.05,0.03,0.01,0.01,2015,,
12562,Pro Evolution Soccer 2017,Sports,E,Xbox One,Konami Digital Entertainment,PES Productions,0.1,0.05,0.03,,0.01,2016,87.0,6.1
12579,Resident Evil: Origins Collection,Action-Adventure,M,Xbox One,Capcom,Capcom,0.1,0.07,0.02,,0.01,2016,,
12587,Sword Art Online: Fatal Bullet,Role-Playing,T,Xbox One,Namco Bandai Games,Dimps Corporation,0.1,0.09,,,0.01,2018,,
12630,Yooka-Laylee,Platform,E10,Xbox One,Sold Out,Playtonic Games,0.1,0.05,0.04,,0.01,2017,,
12631,Real Farm,Simulation,E,Xbox One,Soedesco,Triangle Studios,0.1,0.08,,,0.01,2017,,
12638,Slime Rancher,Simulation,E10,Xbox One,Skybound Games,Monomi Park,0.1,0.08,,,0.01,2018,,
12657,Nickelodeon Kart Racers,Racing,E,Xbox One,GameMill Entertainment,Solutions 2 Go,0.09,0.08,,,0.01,2018,,
12668,We Happy Few,Action-Adventure,M,Xbox One,Gearbox Software,Compulsion Games,0.09,0.07,0.01,,0.01,2018,,
12669,Duke Nukem 3D: 20th Anniversary World Tour,Shooter,M,Xbox One,Gearbox Software,Gearbox Software,0.09,0.08,,,0.01,2016,70.0,
12938,Life Is Strange: Before the Storm,Adventure,M,Xbox One,Square Enix,Deck Nine,0.09,0.07,0.0,,0.01,2018,,
12953,The Wolf Among Us,Adventure,,Xbox One,Telltale Games,Telltale Games,0.09,0.06,0.02,,0.01,2014,,8.5
12989,Attack on Titan 2,Action,M,Xbox One,Koei Tecmo,Omega Force,0.09,0.08,,,0.01,2018,,
13018,Rugby 15,Sports,E,Xbox One,Maximum Games,HB Studios,0.09,0.03,0.05,,0.01,2015,20.0,3.1
13049,MXGP 3: The Official Motocross Videogame,Racing,E,Xbox One,Milestone,Milestone,0.09,0.06,0.02,,0.01,2017,,
13091,Bladestorm: Nightmare,Action,T,Xbox One,Tecmo Koei,Omega Force,0.08,0.06,0.02,,0.01,2015,48.0,7.1
13107,Monster Energy Supercross - The Official Videogame,Racing,E,Xbox One,Milestone S.r.l.,Milestone S.r.l.,0.08,0.08,,,0.01,2018,,
13108,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,Misc,E,Xbox One,Ubisoft,Ubisoft,0.08,0.08,,,0.01,2017,,
13137,TT Isle of Man: Ride on the Edge,Racing,E,Xbox One,Big Ben Interactive,Kylotonn,0.08,0.05,0.03,,0.01,2018,,
13160,Dead Island Definitive Collection,Action,,Xbox One,Deep Silver,Techland,0.08,0.05,0.03,,0.01,2016,67.0,4.9
13161,Ride 2,Racing,E,Xbox One,Milestone S.r.l,Milestone S.r.l.,0.08,0.06,0.01,,0.01,2017,,8.2
13178,Elite: Dangerous,Simulation,T,Xbox One,Frontier Developments,Frontier Developments,0.08,0.07,,,0.01,2017,,
13187,Just Dance: Disney Party 2,Music,E,Xbox One,Ubisoft,Ubisoft San Francisco,0.08,0.06,0.01,,0.01,2015,,
13255,Bulletstorm: Full Clip Edition,Shooter,M,Xbox One,Gearbox Software,People Can Fly,0.08,0.06,0.01,,0.01,2017,,
13330,Micro Machines: World Series,Racing,,Xbox One,Codemasters,Codemasters,0.08,0.02,0.05,,0.01,2017,,
13345,Darksiders II: Deathinitive Edition,Action-Adventure,M,Xbox One,Nordic Games,Gunfire Games,0.08,0.05,0.03,,0.01,2015,,
13346,Dynasty Warriors 9,Action,T,Xbox One,Tecmo Koei,Omega Force,0.08,0.06,0.01,,0.01,2018,,
13361,Sherlock Holmes: Crimes & Punishments,Adventure,M,Xbox One,Focus Home Interactive,Frogwares,0.08,0.03,0.04,,0.01,2014,,
13400,Overcooked! 2,Simulation,,Xbox One,Sold Out,Ghost Town Games,0.08,0.07,0.0,,0.01,2018,,
13449,MX vs ATV All Out,Racing,E10,Xbox One,THQ Nordic,Rainbow Studios,0.08,0.07,,,0.01,2018,,
13450,Toy Soldiers: War Chest,Action,T,Xbox One,Ubisoft,Signal Studios,0.08,0.07,,,0.01,2015,60.0,8.4
13495,BlazBlue: Chrono Phantasma Extend,Fighting,T,Xbox One,Arc System Works,Arc System Works,0.08,0.06,0.01,,0.01,2015,,6.3
13603,Metal Gear Survive,Action,M,Xbox One,Konami Digital Entertainment,Konami Digital Entertainment,0.08,0.05,0.01,,0.01,2018,,
13611,Shovel Knight,Platform,E,Xbox One,Yacht Club Games,Yacht Club Games,0.08,,,,,2015,,
13644,The Golf Club,Sports,E,Xbox One,Maximum Games,HB Studios,0.07,0.07,,,0.01,2015,64.0,5.4
13688,Batman: A Telltale Game Series,Adventure,M,Xbox One,Telltale Games,Telltale Games,0.07,0.06,0.01,,0.01,2016,,4.3
13690,Constructor HD,Strategy,,Xbox One,Deep Silver,System 3,0.07,0.07,,,0.01,2017,,
13717,Teenage Mutant Ninja Turtles: Mutants in Manhattan,Action,T,Xbox One,Activision,PlatinumGames,0.07,0.05,0.01,,0.01,2016,55.0,6.0
13832,Valentino Rossi: The Game,Racing,,Xbox One,Namco Bandai Games,Milestone S.r.l.,0.07,0.05,0.02,,0.01,2016,74.0,8.1
13873,Disneyland Adventures,Action-Adventure,E10,Xbox One,Microsoft Studios,Asobo Studio,0.07,0.05,0.01,,0.01,2017,,
13915,Shenmue I & II,Action-Adventure,T,Xbox One,Sega,Sega,0.07,0.05,0.01,,0.01,2018,,
13917,Dynasty Warriors 8: Empires,Action,,Xbox One,Tecmo Koei,Omega Force,0.07,0.04,0.02,,0.01,2015,58.0,6.8
13969,Subnautica,Adventure,,Xbox One,Gearbox Software,Unknown Worlds Entertainment,0.07,0.06,,,0.01,2018,,
14040,Resident Evil 6,Shooter,M,Xbox One,Capcom,Capcom,0.07,0.06,,,0.01,2016,63.0,6.3
14042,Street Fighter 30th Anniversary Collection,Fighting,T,Xbox One,Capcom,Capcom,0.07,0.05,0.01,,0.01,2018,,
14057,Ghostbusters (2016),Action,E10,Xbox One,Activision,FireForge Games,0.07,0.06,,,0.01,2016,,
14131,Hello Neighbor: Hide & Seek,Adventure,T,Xbox One,Gearbox Software,Dynamic Pixels,0.07,0.06,,,0.01,2018,,
14175,R.B.I. Baseball 2017,Sports,E,Xbox One,MLB.com,MLB.com,0.07,0.06,,,0.01,2017,,
14176,Spintires: MudRunner - American Wilds,Racing,E,Xbox One,Focus Home Interactive,Saber Interactive,0.07,0.06,,,0.01,2018,,
14225,Aven Colony,Strategy,E10,Xbox One,Sold Out,Mothership Entertainment,0.06,0.06,,,0.01,2017,,
14230,Adventure Time: Finn & Jake Investigations,Action,E10,Xbox One,Little Orbit,Vicious Cycle,0.06,0.04,0.02,,0.01,2015,,
14287,Atari Flashback Classics: Volume 1,Misc,,Xbox One,Atari,Atari,0.06,0.06,,,0.01,2016,,
14302,MotoGP 17,Racing,E,Xbox One,Koch Media,Milestone S.r.l.,0.06,0.04,0.02,,0.01,2017,,
14325,Mega Man 11,Platform,,Xbox One,Capcom,Capcom,0.06,0.06,,,0.01,2018,,
14378,Wasteland 2,Role-Playing,,Xbox One,Deep Silver,InXile Entertainment,0.06,0.05,0.01,,0.01,2015,77.0,7.1
14384,Conan Exiles,Action-Adventure,,Xbox One,Maximum Games,Funcom Oslo A/S,0.06,0.05,0.01,,0.01,2018,,
14400,MX vs ATV Supercross Encore 2017 Track Edition,Racing,E,Xbox One,THQ Nordic,Rainbow Studios,0.06,0.05,,,0.01,2017,,
14418,NBA 2K Playgrounds 2,Sports,,Xbox One,2K Games,Saber Interactive,0.06,0.05,,,0.01,2018,,
14442,Cartoon Network Battle Crashers,Action,E10,Xbox One,GameMill,Magic Pockets,0.06,0.05,0.01,,0.01,2016,,
14461,Hasbro Family Fun Pack Conquest Edition,Misc,,Xbox One,Ubisoft,Ubisoft,0.06,0.05,,,0.01,2016,,
14473,Sherlock Holmes: The Devil's Daughter,Adventure,T,Xbox One,Bigben Interactive,Bigben Interactive,0.06,0.05,,,0.01,2016,,
14487,MX vs. ATV Supercross Encore,Sports,E,Xbox One,Nordic Games,Rainbow Studios,0.06,0.05,,,0.01,2015,45.0,
14506,Killing Floor 2,Shooter,M,Xbox One,Tripwire Interactive,Tripwire Interactive,0.06,0.05,,,0.01,2017,,
14540,R.B.I. Baseball 2016,Sports,E,Xbox One,MLB.com,MLB.com,0.06,0.05,,,0.01,2016,,
14575,Okami HD,Action,T,Xbox One,Capcom,Clover Studio,0.06,0.05,,,0.01,2017,,
14637,Rapala Fishing Pro Series,Simulation,E,Xbox One,GameMill,"Concrete Software, Inc.",0.06,0.05,,,0.01,2017,,
14655,Arslan: The Warriors of Legend,Action,T,Xbox One,Tecmo Koei,Koei Tecmo Games,0.06,0.05,0.0,,0.01,2016,,5.8
14672,Golf Club 2,Sports,E,Xbox One,Maximum Games,HB Studios,0.06,0.05,,,0.01,2017,,
14677,Mark McMorris Infinite Air,Sports,T,Xbox One,Maximum Games,HB Studios,0.06,0.05,,,0.01,2016,,7.1
14764,Atari Flashback Classics: Volume 2,Misc,E,Xbox One,Atari,Atari,0.06,0.05,,,0.01,2016,,
14791,Hunting Simulator,Shooter,T,Xbox One,Bigben Interactive,Maximum Games,0.06,0.05,,,0.01,2017,,
14808,Styx: Shards of Darkness,Action,M,Xbox One,Focus Home Interactive,Cyanide Studio,0.06,0.05,,,0.01,2017,,
14827,The Invisible Hours,Adventure,T,Xbox One,Tequila Works,Tequila Works,0.05,0.05,,,0.01,2018,,
14852,Marvel's Guardians of the Galaxy: The Telltale Series,Adventure,T,Xbox One,Warner Bros. Interactive Entertainment,Telltale Games,0.05,0.05,,,0.01,2017,,
14875,Call of Cthulhu,Role-Playing,M,Xbox One,Focus Home Interactive,Cyanide,0.05,0.05,,,0.01,2018,,
14895,Baja: Edge of Control HD,Racing,E,Xbox One,THQ Nordic,2XL Games,0.05,0.05,,,0.01,2017,,
14957,The Long Dark,Simulation,T,Xbox One,Skybound Games,Hinterland Studio Inc.,0.05,0.05,,,0.01,2018,,
14982,Pro Evolution Soccer 2019,Sports,E,Xbox One,Konami,Konami,0.05,0.02,0.02,,0.0,2018,,
14990,Strange Brigade,Shooter,,Xbox One,Rebellion Developments,Rebellion Developments,0.05,0.04,0.01,,0.01,2018,,
15011,Agatha Christie's The ABC Murders,Adventure,T,Xbox One,Unfinished Pixel,Artefacts Studio,0.05,0.04,0.0,,0.01,2016,66.0,7.5
15041,Brothers: A Tale of Two Sons,Adventure,T,Xbox One,505 Games,Starbreeze Studios,0.05,0.04,0.01,,0.01,2015,81.0,8.9
15093,Golf Club 2019,Sports,,Xbox One,2K Games,HB Studios,0.05,0.05,,,0.01,2018,,
15120,The Banner Saga Trilogy - Bonus Edition,Strategy,,Xbox One,505 Games,Stoic Studio,0.05,0.05,,,0.01,2018,,
15124,The Walking Dead: A Telltale Series Collection,Adventure,,Xbox One,Warner Bros. Interactive Entertainment,Telltale Games,0.05,0.05,,,0.01,2017,,
15173,Rugby 18,Sports,E,Xbox One,Koch Media,EKO Software,0.05,0.04,,,0.01,2017,,
15175,Has-Been Heroes,Action,,Xbox One,GameTrust,Frozenbyte,0.05,0.04,,,0.01,2017,,
15180,Deformers,Action,,Xbox One,Ready at Dawn,Ready at Dawn,0.05,0.04,,,0.01,2017,,
15188,Extinction,Action,M,Xbox One,Maximum Games,Iron Galaxy,0.05,0.04,,,0.01,2018,,
15214,Resident Evil 4,Action-Adventure,M,Xbox One,Capcom,Capcom,0.05,0.04,,,0.01,2016,,
15229,The Technomancer,Role-Playing,M,Xbox One,Focus Home Interactive,Spiders,0.05,0.03,0.02,,0.0,2016,68.0,7.4
15237,Surviving Mars,Simulation,,Xbox One,Maximum Games,Haemimont Games,0.05,0.04,,,0.01,2018,,
15242,Cars 3: Driven to Win,Racing,E10,Xbox One,Warner Bros. Interactive Entertainment,Avalanche Software,0.05,0.04,,,0.01,2017,,
15257,Red Faction: Guerrilla Re-Mars-tered,Shooter,,Xbox One,THQ Nordic,Volition,0.05,0.04,0.01,,0.0,2018,,
15320,Pillars of Eternity,Role-Playing,M,Xbox One,Paradox Interactive,Obsidian Entertainment,0.05,0.04,,,0.01,2017,,
15335,Just Sing,Music,E10,Xbox One,Ubisoft,Ubisoft,0.05,0.04,,,0.01,2016,,
15336,Carnival Games,Party,E10,Xbox One,2K Games,Cat Daddy Games,0.05,0.04,,,0.01,2018,,
15349,Mighty No. 9,Platform,E10,Xbox One,Eidos Interactive Ltd,Comcept,0.05,0.04,,,0.01,2015,55.0,4.2
15359,Batman: The Enemy Within,Adventure,M,Xbox One,Telltale Games,Telltale Games,0.05,0.04,,,0.01,2017,,
15364,WRC 7,Racing,E,Xbox One,Bigben Interactive,Kylotonn Entertainment,0.05,0.04,,,0.01,2017,,
15403,King's Quest: The Complete Collection,Adventure,E10,Xbox One,Activision,The Odd Gentlemen,0.05,0.04,,,0.01,2016,,
15407,Fishing Sim World,Simulation,E,Xbox One,Dovetail Games,Dovetail Games,0.05,0.04,,,0.01,2018,,
15414,Ashes Cricket,Sports,,Xbox One,Koch Media,Big Ant Studios,0.05,,0.04,,0.0,2017,,
15421,Marvel Pinball: Epic Collection Volume 1,Puzzle,E10,Xbox One,Nighthawk Interactive,Nighthawk Interactive,0.05,0.04,,,0.01,2016,,
15425,Atari Flashback Classics: Volume 3,Misc,,Xbox One,Funbox Media,Atari,0.05,0.04,,,0.01,2018,,
15451,Gravel,Racing,,Xbox One,Milestone S.r.l.,Milestone S.r.l,0.05,0.04,,,0.0,2018,,
15565,Road Rage,Racing,,Xbox One,Maximum Games,Team 6 Games Studio,0.04,0.04,,,0.0,2017,,
15606,Devil May Cry HD Collection,Action,,Xbox One,Capcom,Capcom,0.04,0.04,,,0.0,2018,,
15618,Paw Patrol on a Roll,Platform,E,Xbox One,Outright Games,Outright Games,0.04,0.04,,,0.0,2018,,
15652,Dragon's Dogma: Dark Arisen,Role-Playing,M,Xbox One,Capcom,Capcom,0.04,0.04,,,0.0,2017,,
15661,Deer Hunter Reloaded,Shooter,,Xbox One,GameMill Entertainment,GameMill,0.04,0.04,,,0.0,2017,,
15668,Overcooked,Action,E,Xbox One,Sold Out,Ghost Town Games,0.04,0.04,,,0.0,2016,,
15681,Hotel Transylvania 3: Monsters Overboard,Action-Adventure,E10,Xbox One,Outright Games,Torus Games,0.04,0.04,,,0.0,2018,,
15698,Resident Evil 5,Action,M,Xbox One,Capcom,Capcom,0.04,0.04,,,0.0,2016,,
15704,Darksiders: Warmastered Edition,Action-Adventure,M,Xbox One,THQ Nordic,Kaiko,0.04,0.04,,,0.0,2016,80.0,7.9
15717,Valkyria Revolution,Role-Playing,T,Xbox One,Sega,Media.Vision,0.04,0.04,,,0.0,2017,,
15739,Adventure Time: Pirates of the Enchiridion,Adventure,E10,Xbox One,Outright Games,Outright Games,0.04,0.04,,,0.0,2018,,
15805,Game of Thrones: A Telltale Games Series,Adventure,M,Xbox One,Telltale Games,Telltale Games,0.04,0.04,,,0.0,2014,,
15828,Scribblenauts Mega Pack,Adventure,E10,Xbox One,Warner Bros. Interactive Entertainment,Shiver Games,0.04,0.04,,,0.0,2018,,
